Shop,Item,Date,Whether_holiday,Current_Price,Maximum_price,Total_qty_sold
G,3,9/17/2019,FALSE,21.95,21.95,87
G,3,9/9/2021,TRUE,23.95,23.95,94
G,3,10/5/2022,FALSE,21.95,21.95,99
G,3,10/12/2022,FALSE,21.95,21.95,41
H,1,6/10/2021,FALSE,12.95,12.95,93
H,1,8/26/2021,FALSE,12.95,12.95,35
H,3,3/12/2019,FALSE,21.95,21.95,32
H,3,10/15/2019,FALSE,21.95,21.95,44
H,3,4/1/2021,FALSE,23.95,23.95,94
H,3,4/8/2021,FALSE,23.95,23.95,74
H,3,10/7/2021,FALSE,23.95,23.95,95
H,3,4/6/2022,FALSE,21.95,21.95,68
H,3,10/26/2022,FALSE,21.95,21.95,87
A,3,4/1/2021,FALSE,23.95,23.95,89
A,3,5/13/2021,FALSE,23.95,23.95,80
E,1,3/12/2019,FALSE,11.95,11.95,55
E,1,8/27/2019,FALSE,11.95,11.95,72
E,1,3/11/2021,FALSE,12.95,12.95,96
E,1,3/18/2021,FALSE,12.95,12.95,99
E,1,9/2/2021,FALSE,12.95,12.95,99
E,1,9/9/2021,TRUE,12.95,12.95,51
E,1,11/11/2021,FALSE,12.95,12.95,96
E,1,11/18/2021,FALSE,12.95,12.95,64
E,1,1/20/2022,FALSE,12.95,12.95,57
E,1,8/10/2022,FALSE,12.95,12.95,83
G,1,9/2/2021,FALSE,12.95,12.95,96
G,1,9/30/2021,FALSE,12.95,12.95,72
G,1,8/10/2022,FALSE,12.95,12.95,57
G,1,9/7/2022,TRUE,12.95,12.95,78
G,1,9/21/2022,FALSE,12.95,12.95,98
G,3,3/19/2019,FALSE,21.95,21.95,59
G,3,1/14/2021,FALSE,23.95,23.95,34
G,3,3/30/2022,FALSE,21.95,21.95,67
H,1,7/1/2021,FALSE,12.95,12.95,34
A,3,6/11/2019,FALSE,21.95,21.95,100
A,3,6/3/2021,FALSE,23.95,23.95,99
A,3,12/30/2021,TRUE,23.95,23.95,91
A,3,6/29/2022,FALSE,21.95,21.95,80
C,1,10/22/2019,FALSE,11.95,11.95,94
C,1,5/6/2021,FALSE,12.95,10.75,100
C,1,9/14/2022,FALSE,12.95,12.95,85
C,1,9/28/2022,FALSE,12.95,12.95,100
E,1,4/30/2019,FALSE,11.95,11.95,98
E,1,6/11/2019,FALSE,11.95,11.95,75
E,1,8/20/2019,FALSE,11.95,11.95,100
E,1,3/4/2021,FALSE,12.95,12.95,25
E,1,3/25/2021,FALSE,12.95,12.95,31
E,1,4/20/2022,FALSE,12.95,12.95,63
E,1,6/8/2022,FALSE,12.95,12.95,95
G,1,6/25/2019,FALSE,11.95,11.95,85
G,1,9/17/2019,FALSE,11.95,11.95,96
G,1,10/1/2019,FALSE,11.95,11.95,42
G,1,11/19/2019,FALSE,11.95,11.95,88
G,1,3/11/2021,FALSE,12.95,12.95,71
G,1,3/25/2021,FALSE,12.95,12.95,99
G,3,2/12/2019,TRUE,21.95,21.95,79
G,3,12/2/2021,FALSE,23.95,23.95,83
G,3,3/2/2022,FALSE,21.95,21.95,94
G,3,6/22/2022,FALSE,21.95,21.95,97
H,3,4/20/2022,FALSE,21.95,21.95,89
H,3,9/28/2022,FALSE,21.95,21.95,66
A,3,5/21/2019,FALSE,21.95,21.95,97
A,3,3/25/2021,FALSE,23.95,23.95,71
B,3,3/18/2021,FALSE,23.95,23.95,66
C,1,5/18/2022,FALSE,12.95,10.75,90
E,1,6/4/2019,FALSE,11.95,11.95,100
E,1,7/16/2019,FALSE,11.95,11.95,77
E,1,6/15/2022,FALSE,12.95,12.95,49
E,3,8/12/2021,FALSE,23.95,23.95,88
G,1,7/30/2019,FALSE,11.95,11.95,89
G,1,8/13/2019,FALSE,11.95,11.95,58
G,1,5/20/2021,FALSE,12.95,10.75,63
G,1,9/23/2021,FALSE,12.95,12.95,99
G,1,8/24/2022,FALSE,12.95,12.95,100
G,3,6/1/2022,FALSE,21.95,21.95,72
H,1,4/27/2022,FALSE,12.95,12.95,89
H,3,12/3/2019,FALSE,21.95,21.95,42
A,3,5/14/2019,FALSE,21.95,21.95,79
A,3,6/4/2019,FALSE,21.95,21.95,58
A,3,3/23/2022,FALSE,21.95,21.95,78
A,3,4/13/2022,FALSE,21.95,21.95,79
A,3,6/15/2022,FALSE,21.95,21.95,47
C,1,4/15/2021,FALSE,12.95,12.95,90
C,1,10/21/2021,FALSE,12.95,12.95,100
C,1,12/2/2021,FALSE,12.95,12.95,76
C,1,9/21/2022,FALSE,12.95,12.95,96
E,1,7/2/2019,FALSE,11.95,11.95,95
E,1,4/1/2021,FALSE,12.95,12.95,83
E,1,9/30/2021,FALSE,12.95,12.95,98
E,1,1/13/2022,FALSE,12.95,12.95,76
E,1,6/22/2022,FALSE,12.95,12.95,95
E,1,6/29/2022,FALSE,12.95,12.95,98
E,1,7/6/2022,FALSE,12.95,12.95,73
E,1,8/17/2022,FALSE,12.95,12.95,98
E,1,8/24/2022,FALSE,12.95,12.95,72
E,3,8/10/2022,FALSE,21.95,21.95,84
G,1,7/16/2019,FALSE,11.95,11.95,76
G,1,3/18/2021,FALSE,12.95,12.95,99
G,1,8/26/2021,FALSE,12.95,12.95,33
G,1,10/7/2021,FALSE,12.95,12.95,98
G,1,1/20/2022,FALSE,12.95,12.95,93
G,1,7/13/2022,FALSE,12.95,12.95,86
G,1,7/20/2022,FALSE,12.95,12.95,82
G,3,9/10/2019,TRUE,21.95,21.95,100
G,3,4/6/2022,FALSE,21.95,21.95,58
H,1,1/7/2021,FALSE,12.95,12.95,84
H,1,6/3/2021,FALSE,12.95,12.95,39
H,1,7/8/2021,FALSE,12.95,12.95,91
H,3,4/16/2019,FALSE,21.95,21.95,84
H,3,10/1/2019,FALSE,21.95,21.95,100
H,3,10/8/2019,FALSE,21.95,21.95,78
H,3,9/16/2021,FALSE,23.95,23.95,94
H,3,12/9/2021,FALSE,23.95,23.95,90
A,3,9/24/2019,FALSE,21.95,21.95,100
A,3,10/28/2021,FALSE,23.95,23.95,90
C,1,3/23/2022,FALSE,12.95,12.95,90
E,1,9/17/2019,FALSE,11.95,11.95,99
E,1,4/8/2021,FALSE,12.95,12.95,100
E,1,7/13/2022,FALSE,12.95,12.95,97
E,1,7/27/2022,FALSE,12.95,12.95,73
E,1,8/3/2022,FALSE,12.95,12.95,97
G,1,8/6/2019,FALSE,11.95,11.95,57
G,1,5/18/2022,FALSE,12.95,10.75,69
G,3,9/16/2021,FALSE,23.95,23.95,80
G,3,9/14/2022,FALSE,21.95,21.95,72
G,3,9/21/2022,FALSE,21.95,21.95,63
H,1,6/17/2021,FALSE,12.95,12.95,50
H,1,7/20/2022,FALSE,12.95,12.95,84
H,1,7/27/2022,FALSE,12.95,12.95,94
H,1,8/24/2022,FALSE,12.95,12.95,68
H,3,4/2/2019,FALSE,21.95,21.95,95
A,3,6/18/2019,FALSE,21.95,21.95,50
A,3,12/31/2019,TRUE,21.95,21.95,78
A,3,5/25/2022,FALSE,21.95,21.95,70
C,1,4/9/2019,FALSE,11.95,11.95,84
C,1,4/29/2021,FALSE,12.95,12.95,87
D,3,6/25/2019,FALSE,21.95,21.95,71
E,1,3/5/2019,FALSE,11.95,11.95,100
E,1,9/3/2019,FALSE,11.95,11.95,95
E,1,9/24/2019,FALSE,11.95,11.95,68
E,1,9/23/2021,FALSE,12.95,12.95,80
E,1,1/27/2022,FALSE,12.95,12.95,51
E,1,4/27/2022,FALSE,12.95,12.95,77
E,1,6/1/2022,FALSE,12.95,12.95,86
E,1,7/20/2022,FALSE,12.95,12.95,75
E,1,9/7/2022,TRUE,12.95,12.95,92
E,3,8/13/2019,FALSE,21.95,21.95,95
G,1,9/10/2019,TRUE,11.95,11.95,94
G,1,5/13/2021,FALSE,12.95,10.75,79
G,1,8/5/2021,FALSE,12.95,12.95,72
G,1,8/19/2021,FALSE,12.95,12.95,64
G,1,9/9/2021,TRUE,12.95,12.95,82
G,1,9/16/2021,FALSE,12.95,12.95,69
G,1,11/25/2021,TRUE,12.95,12.95,93
G,1,12/2/2021,FALSE,12.95,12.95,93
G,1,1/13/2022,FALSE,12.95,12.95,87
G,1,1/27/2022,FALSE,12.95,12.95,45
G,1,3/2/2022,FALSE,12.95,12.95,95
G,1,5/11/2022,FALSE,12.95,10.75,98
H,1,7/15/2021,FALSE,12.95,12.95,44
H,3,2/26/2019,FALSE,21.95,21.95,37
H,3,9/9/2021,TRUE,23.95,23.95,58
A,3,5/28/2019,FALSE,21.95,21.95,89
A,3,9/23/2021,FALSE,23.95,23.95,80
E,1,11/19/2019,FALSE,11.95,11.95,54
E,1,3/9/2022,FALSE,12.95,12.95,100
E,1,8/31/2022,FALSE,12.95,12.95,53
G,1,10/8/2019,FALSE,11.95,11.95,100
G,1,5/6/2021,FALSE,12.95,10.75,96
G,1,7/15/2021,FALSE,12.95,12.95,75
G,1,7/29/2021,FALSE,12.95,12.95,95
G,1,10/14/2021,FALSE,12.95,12.95,73
G,1,5/25/2022,FALSE,12.95,10.75,61
G,3,12/3/2019,FALSE,21.95,21.95,71
G,3,12/9/2021,FALSE,23.95,23.95,95
G,3,2/10/2022,TRUE,21.95,21.95,70
H,1,6/1/2022,FALSE,12.95,12.95,95
H,1,6/8/2022,FALSE,12.95,12.95,77
H,3,2/11/2021,TRUE,23.95,23.95,98
H,3,10/5/2022,FALSE,21.95,21.95,86
A,3,10/22/2019,FALSE,21.95,21.95,94
A,3,10/7/2021,FALSE,23.95,23.95,62
A,3,10/14/2021,FALSE,23.95,23.95,62
A,3,4/20/2022,FALSE,21.95,21.95,85
A,3,4/27/2022,FALSE,21.95,21.95,100
A,3,5/18/2022,FALSE,21.95,21.95,98
A,3,6/8/2022,FALSE,21.95,21.95,100
A,3,10/19/2022,FALSE,21.95,21.95,80
C,1,4/13/2022,FALSE,12.95,12.95,92
C,1,5/4/2022,FALSE,12.95,10.75,98
C,1,5/25/2022,FALSE,12.95,10.75,97
C,1,10/5/2022,FALSE,12.95,12.95,65
D,3,6/11/2019,FALSE,21.95,21.95,98
D,3,6/3/2021,FALSE,23.95,23.95,100
E,1,10/1/2019,FALSE,11.95,11.95,95
E,1,11/25/2021,TRUE,12.95,12.95,75
E,1,3/2/2022,FALSE,12.95,12.95,77
G,1,7/9/2019,FALSE,11.95,11.95,62
G,1,9/24/2019,FALSE,11.95,11.95,78
G,1,5/27/2021,FALSE,12.95,10.75,65
G,1,7/22/2021,FALSE,12.95,12.95,100
G,1,8/12/2021,FALSE,12.95,12.95,67
G,1,8/3/2022,FALSE,12.95,12.95,97
G,1,10/19/2022,FALSE,12.95,12.95,88
G,3,12/31/2019,TRUE,21.95,21.95,69
G,3,6/15/2022,FALSE,21.95,21.95,95
H,1,8/19/2021,FALSE,12.95,12.95,61
H,1,6/15/2022,FALSE,12.95,12.95,72
H,1,6/22/2022,FALSE,12.95,12.95,92
H,1,7/6/2022,FALSE,12.95,12.95,100
H,1,7/13/2022,FALSE,12.95,12.95,90
H,1,8/10/2022,FALSE,12.95,12.95,45
H,1,8/17/2022,FALSE,12.95,12.95,83
H,3,9/17/2019,FALSE,21.95,21.95,96
H,3,3/2/2022,FALSE,21.95,21.95,98
A,3,10/21/2021,FALSE,23.95,23.95,88
A,3,12/2/2021,FALSE,23.95,23.95,90
B,3,3/25/2021,FALSE,23.95,23.95,91
E,1,3/19/2019,FALSE,11.95,11.95,86
E,1,11/12/2019,FALSE,11.95,11.95,25
E,1,10/7/2021,FALSE,12.95,12.95,94
E,1,9/14/2022,FALSE,12.95,12.95,86
E,3,8/17/2022,FALSE,21.95,21.95,98
G,1,11/26/2019,TRUE,11.95,11.95,97
G,3,2/17/2022,FALSE,21.95,21.95,92
G,3,3/9/2022,FALSE,21.95,21.95,53
H,3,3/5/2019,FALSE,21.95,21.95,90
A,3,4/23/2019,FALSE,21.95,21.95,85
A,3,4/8/2021,FALSE,23.95,23.95,98
A,3,5/6/2021,FALSE,23.95,23.95,96
A,3,9/16/2021,FALSE,23.95,23.95,57
A,3,3/16/2022,FALSE,21.95,21.95,38
B,3,12/31/2019,TRUE,21.95,21.95,67
B,3,6/10/2021,FALSE,23.95,23.95,44
D,3,4/29/2021,FALSE,23.95,23.95,80
D,3,5/27/2021,FALSE,23.95,23.95,83
D,3,6/17/2021,FALSE,23.95,23.95,71
E,1,9/10/2019,TRUE,11.95,11.95,63
E,1,10/14/2021,FALSE,12.95,12.95,66
E,1,12/30/2021,TRUE,12.95,12.95,60
E,1,9/28/2022,FALSE,12.95,12.95,97
F,3,6/24/2021,FALSE,23.95,23.95,100
G,1,7/1/2021,FALSE,12.95,12.95,67
G,3,1/7/2021,FALSE,23.95,23.95,87
G,3,12/30/2021,TRUE,23.95,23.95,98
G,3,2/3/2022,FALSE,21.95,21.95,80
G,3,2/24/2022,FALSE,21.95,21.95,97
G,3,3/23/2022,FALSE,21.95,21.95,52
H,1,7/29/2021,FALSE,12.95,12.95,96
H,1,8/5/2021,FALSE,12.95,12.95,100
H,1,8/12/2021,FALSE,12.95,12.95,58
H,1,8/3/2022,FALSE,12.95,12.95,73
H,1,8/31/2022,FALSE,12.95,12.95,85
H,3,1/14/2021,FALSE,23.95,23.95,100
H,3,9/21/2022,FALSE,21.95,21.95,69
A,3,3/19/2019,FALSE,21.95,21.95,80
A,3,2/25/2021,FALSE,23.95,23.95,58
A,3,9/30/2021,FALSE,23.95,23.95,92
F,3,3/25/2021,FALSE,23.95,23.95,81
H,1,4/20/2022,FALSE,12.95,12.95,37
H,3,2/24/2022,FALSE,21.95,21.95,85
A,3,4/16/2019,FALSE,21.95,21.95,73
A,3,3/11/2021,FALSE,23.95,23.95,85
A,3,3/30/2022,FALSE,21.95,21.95,90
B,3,4/29/2021,FALSE,23.95,23.95,96
B,3,5/27/2021,FALSE,23.95,23.95,31
B,3,6/17/2021,FALSE,23.95,23.95,57
C,1,12/9/2021,FALSE,12.95,12.95,82
D,3,6/10/2021,FALSE,23.95,23.95,96
E,1,3/16/2022,FALSE,12.95,12.95,82
E,2,9/14/2022,FALSE,8.95,8.95,98
F,3,4/29/2021,FALSE,23.95,23.95,61
F,3,5/13/2021,FALSE,23.95,23.95,72
F,3,5/20/2021,FALSE,23.95,23.95,93
F,3,10/28/2021,FALSE,23.95,23.95,73
G,1,1/6/2022,FALSE,12.95,12.95,99
G,3,12/10/2019,FALSE,21.95,21.95,97
H,3,12/10/2019,FALSE,21.95,21.95,91
H,3,12/16/2021,FALSE,23.95,23.95,100
A,3,4/30/2019,FALSE,21.95,21.95,91
A,3,10/29/2019,FALSE,21.95,21.95,35
A,3,4/6/2022,FALSE,21.95,21.95,41
B,3,5/28/2019,FALSE,21.95,21.95,54
B,3,4/1/2021,FALSE,23.95,23.95,98
B,3,5/20/2021,FALSE,23.95,23.95,57
B,3,10/28/2021,FALSE,23.95,23.95,85
C,3,8/13/2019,FALSE,21.95,21.95,99
E,1,10/8/2019,FALSE,11.95,11.95,49
E,1,10/21/2021,FALSE,12.95,12.95,92
F,3,3/18/2021,FALSE,23.95,23.95,81
G,1,5/28/2019,FALSE,11.95,9.95,34
G,1,3/9/2022,FALSE,12.95,12.95,98
G,3,1/27/2022,FALSE,21.95,21.95,94
G,3,6/29/2022,FALSE,21.95,21.95,68
H,1,7/30/2019,FALSE,11.95,11.95,89
A,3,5/7/2019,FALSE,21.95,21.95,77
A,3,2/4/2021,FALSE,23.95,23.95,96
A,3,3/4/2021,FALSE,23.95,23.95,34
A,3,10/26/2022,FALSE,21.95,21.95,97
B,3,4/15/2021,FALSE,23.95,23.95,97
B,3,4/22/2021,FALSE,23.95,23.95,75
B,3,6/24/2021,FALSE,23.95,23.95,100
C,1,2/5/2019,FALSE,11.95,9.95,93
C,1,12/10/2019,FALSE,11.95,11.95,70
C,1,10/19/2022,FALSE,12.95,12.95,58
D,3,3/25/2021,FALSE,23.95,23.95,48
D,3,5/13/2021,FALSE,23.95,23.95,97
D,3,10/14/2021,FALSE,23.95,23.95,98
E,1,11/26/2019,TRUE,11.95,11.95,95
E,1,9/21/2022,FALSE,12.95,12.95,84
E,2,1/27/2022,FALSE,8.95,8.95,92
E,2,10/26/2022,FALSE,8.95,8.95,88
E,3,8/20/2019,FALSE,21.95,21.95,79
E,3,8/19/2021,FALSE,23.95,23.95,76
F,3,9/23/2021,FALSE,23.95,23.95,100
G,1,3/5/2019,FALSE,11.95,11.95,83
G,1,3/12/2019,FALSE,11.95,11.95,57
G,1,10/22/2019,FALSE,11.95,11.95,100
G,1,12/31/2019,TRUE,11.95,11.95,92
G,1,10/21/2021,FALSE,12.95,12.95,66
G,1,3/23/2022,FALSE,12.95,12.95,75
G,1,10/26/2022,FALSE,12.95,12.95,95
G,3,3/16/2022,FALSE,21.95,21.95,80
H,1,7/23/2019,FALSE,11.95,11.95,94
H,1,1/6/2022,FALSE,12.95,12.95,73
H,1,9/7/2022,TRUE,12.95,12.95,14
H,3,2/3/2022,FALSE,21.95,21.95,69
B,3,5/13/2021,FALSE,23.95,23.95,89
B,3,3/23/2022,FALSE,21.95,21.95,92
C,1,2/4/2021,FALSE,12.95,10.75,70
C,1,10/12/2022,FALSE,12.95,12.95,86
D,3,6/24/2021,FALSE,23.95,23.95,97
E,1,10/15/2019,FALSE,11.95,11.95,78
E,1,10/19/2022,FALSE,12.95,12.95,32
E,2,3/30/2022,FALSE,8.95,8.95,92
F,3,4/1/2021,FALSE,23.95,23.95,93
F,3,6/17/2021,FALSE,23.95,23.95,74
F,3,9/30/2021,FALSE,23.95,23.95,83
H,1,11/18/2021,FALSE,12.95,12.95,84
H,3,1/28/2021,FALSE,23.95,23.95,97
H,3,9/14/2022,FALSE,21.95,21.95,47
A,3,10/1/2019,FALSE,21.95,21.95,95
A,3,10/15/2019,FALSE,21.95,21.95,85
A,3,2/11/2021,TRUE,23.95,23.95,70
B,3,3/11/2021,FALSE,23.95,23.95,99
B,3,6/3/2021,FALSE,23.95,23.95,93
B,3,10/21/2021,FALSE,23.95,23.95,100
C,1,10/26/2022,FALSE,12.95,12.95,96
E,1,10/5/2022,FALSE,12.95,12.95,98
E,2,1/20/2022,FALSE,8.95,8.95,86
E,2,10/12/2022,FALSE,8.95,8.95,89
E,2,10/19/2022,FALSE,8.95,8.95,95
F,3,9/24/2019,FALSE,21.95,21.95,62
F,3,10/21/2021,FALSE,23.95,23.95,55
F,3,4/13/2022,FALSE,21.95,21.95,97
G,1,5/14/2019,FALSE,11.95,9.95,28
G,1,7/2/2019,FALSE,11.95,11.95,98
G,1,10/15/2019,FALSE,11.95,11.95,100
G,1,12/3/2019,FALSE,11.95,11.95,33
G,1,7/6/2022,FALSE,12.95,12.95,99
G,3,9/2/2021,FALSE,23.95,23.95,65
H,1,4/23/2019,FALSE,11.95,11.95,49
H,1,9/2/2021,FALSE,12.95,12.95,78
H,1,9/9/2021,TRUE,12.95,12.95,86
H,3,2/17/2022,FALSE,21.95,21.95,86
C,1,2/24/2022,FALSE,12.95,10.75,100
D,3,6/18/2019,FALSE,21.95,21.95,63
D,3,4/1/2021,FALSE,23.95,23.95,51
D,3,10/28/2021,FALSE,23.95,23.95,84
E,1,3/26/2019,FALSE,11.95,11.95,100
E,2,1/13/2022,FALSE,8.95,8.95,52
E,2,9/28/2022,FALSE,8.95,8.95,97
F,3,5/6/2021,FALSE,23.95,23.95,51
G,1,5/7/2019,FALSE,11.95,9.95,92
G,3,12/16/2021,FALSE,23.95,23.95,84
H,3,2/12/2019,TRUE,21.95,21.95,42
H,3,1/7/2021,FALSE,23.95,23.95,100
A,3,3/12/2019,FALSE,21.95,21.95,49
A,3,10/8/2019,FALSE,21.95,21.95,86
A,3,2/18/2021,FALSE,23.95,23.95,68
B,3,4/13/2022,FALSE,21.95,21.95,86
B,3,6/29/2022,FALSE,21.95,21.95,91
D,3,4/15/2021,FALSE,23.95,23.95,75
D,3,5/20/2021,FALSE,23.95,23.95,97
E,1,10/22/2019,FALSE,11.95,11.95,85
E,1,5/13/2021,FALSE,12.95,10.75,55
E,1,5/27/2021,FALSE,12.95,10.75,86
E,1,10/12/2022,FALSE,12.95,12.95,98
E,2,12/31/2019,TRUE,7.95,7.95,77
E,2,3/23/2022,FALSE,8.95,8.95,56
E,2,5/11/2022,FALSE,8.95,8.95,71
E,2,5/18/2022,FALSE,8.95,8.95,95
E,3,7/6/2022,FALSE,21.95,11.96,100
F,3,5/7/2019,FALSE,21.95,21.95,78
F,3,5/14/2019,FALSE,21.95,21.95,89
F,3,4/22/2021,FALSE,23.95,23.95,46
F,3,4/27/2022,FALSE,21.95,21.95,79
G,1,3/16/2022,FALSE,12.95,12.95,88
G,1,3/30/2022,FALSE,12.95,12.95,98
H,1,4/16/2019,FALSE,11.95,11.95,97
H,1,8/27/2019,FALSE,11.95,11.95,98
A,3,4/9/2019,FALSE,21.95,21.95,59
A,3,2/17/2022,FALSE,21.95,21.95,74
B,3,2/25/2021,FALSE,23.95,23.95,55
B,3,4/8/2021,FALSE,23.95,23.95,62
B,3,12/30/2021,TRUE,23.95,23.95,65
B,3,3/16/2022,FALSE,21.95,21.95,72
D,3,5/6/2021,FALSE,23.95,23.95,59
D,3,9/30/2021,FALSE,23.95,23.95,87
E,1,12/2/2021,FALSE,12.95,12.95,74
E,2,1/14/2021,FALSE,7.95,7.95,95
E,2,6/15/2022,FALSE,8.95,8.95,95
E,2,9/21/2022,FALSE,8.95,8.95,71
G,1,7/8/2021,FALSE,12.95,12.95,78
G,3,1/13/2022,FALSE,21.95,21.95,97
H,1,7/16/2019,FALSE,11.95,11.95,99
H,1,8/20/2019,FALSE,11.95,11.95,99
H,1,12/31/2019,TRUE,11.95,11.95,54
H,3,9/10/2019,TRUE,21.95,21.95,49
A,3,3/26/2019,FALSE,21.95,21.95,91
A,3,1/28/2021,FALSE,23.95,23.95,99
A,3,5/11/2022,FALSE,21.95,21.95,68
B,3,3/19/2019,FALSE,21.95,21.95,100
B,3,2/4/2021,FALSE,23.95,23.95,32
B,3,2/18/2021,FALSE,23.95,23.95,67
B,3,4/27/2022,FALSE,21.95,21.95,79
B,3,5/25/2022,FALSE,21.95,21.95,58
C,1,10/28/2021,FALSE,12.95,12.95,91
D,3,3/26/2019,FALSE,21.95,21.95,59
D,3,5/14/2019,FALSE,21.95,21.95,85
D,3,4/8/2021,FALSE,23.95,23.95,99
D,3,12/30/2021,TRUE,23.95,23.95,100
E,1,5/20/2021,FALSE,12.95,10.75,37
E,1,3/23/2022,FALSE,12.95,12.95,71
E,2,11/19/2019,FALSE,7.95,7.95,61
E,2,1/6/2022,FALSE,8.95,8.95,39
E,2,3/9/2022,FALSE,8.95,8.95,86
E,2,6/22/2022,FALSE,8.95,8.95,61
E,2,8/10/2022,FALSE,8.95,8.95,68
E,2,8/24/2022,FALSE,8.95,8.95,90
E,3,11/4/2021,FALSE,23.95,12.96,68
F,3,10/1/2019,FALSE,21.95,21.95,71
F,3,10/8/2019,FALSE,21.95,21.95,87
F,3,2/25/2021,FALSE,23.95,23.95,65
F,3,3/11/2021,FALSE,23.95,23.95,71
F,3,3/30/2022,FALSE,21.95,21.95,68
F,3,6/22/2022,FALSE,21.95,21.95,97
F,3,9/28/2022,FALSE,21.95,21.95,100
G,1,5/21/2019,FALSE,11.95,9.95,75
G,1,12/9/2021,FALSE,12.95,12.95,99
G,3,12/17/2019,FALSE,21.95,21.95,66
H,1,8/6/2019,FALSE,11.95,11.95,45
H,1,8/13/2019,FALSE,11.95,11.95,77
H,1,5/27/2021,FALSE,12.95,10.75,52
A,3,2/24/2022,FALSE,21.95,21.95,97
A,3,10/12/2022,FALSE,21.95,21.95,78
B,3,9/23/2021,FALSE,23.95,23.95,98
D,3,6/4/2019,FALSE,21.95,21.95,80
D,3,3/18/2021,FALSE,23.95,23.95,81
D,3,4/22/2021,FALSE,23.95,23.95,100
D,3,6/15/2022,FALSE,21.95,21.95,53
E,1,12/9/2021,FALSE,12.95,12.95,99
E,2,2/17/2022,FALSE,8.95,8.95,89
E,2,8/3/2022,FALSE,8.95,8.95,94
F,3,2/4/2021,FALSE,23.95,23.95,78
F,3,4/15/2021,FALSE,23.95,23.95,98
H,1,4/30/2019,FALSE,11.95,11.95,61
H,1,1/13/2022,FALSE,12.95,12.95,90
H,3,2/5/2019,FALSE,21.95,21.95,87
A,3,9/17/2019,FALSE,21.95,21.95,84
A,3,1/27/2022,FALSE,21.95,21.95,96
A,3,5/4/2022,FALSE,21.95,21.95,100
B,3,6/18/2019,FALSE,21.95,21.95,81
B,3,6/25/2019,FALSE,21.95,21.95,46
B,3,5/6/2021,FALSE,23.95,23.95,87
B,3,9/30/2021,FALSE,23.95,23.95,100
B,3,5/18/2022,FALSE,21.95,21.95,47
B,3,10/26/2022,FALSE,21.95,21.95,66
C,1,12/23/2021,FALSE,12.95,12.95,98
C,1,3/30/2022,FALSE,12.95,12.95,67
C,3,7/2/2019,FALSE,21.95,11.96,81
C,3,7/1/2021,FALSE,23.95,12.96,98
D,3,5/21/2019,FALSE,21.95,21.95,92
D,3,3/11/2021,FALSE,23.95,23.95,100
D,3,6/22/2022,FALSE,21.95,21.95,65
D,3,6/29/2022,FALSE,21.95,21.95,46
E,1,2/26/2019,FALSE,11.95,9.95,100
E,1,4/15/2021,FALSE,12.95,12.95,88
E,1,3/30/2022,FALSE,12.95,12.95,96
E,2,3/19/2019,FALSE,7.95,7.95,99
E,2,1/21/2021,FALSE,7.95,7.95,95
E,2,1/28/2021,FALSE,7.95,7.95,80
E,2,8/17/2022,FALSE,8.95,8.95,47
E,3,7/9/2019,FALSE,21.95,11.96,79
E,3,8/6/2019,FALSE,21.95,21.95,83
F,3,4/30/2019,FALSE,21.95,21.95,84
F,3,6/18/2019,FALSE,21.95,21.95,69
F,3,3/4/2021,FALSE,23.95,23.95,43
F,3,5/27/2021,FALSE,23.95,23.95,61
F,3,6/3/2021,FALSE,23.95,23.95,85
F,3,10/14/2021,FALSE,23.95,23.95,45
G,1,4/13/2022,FALSE,12.95,12.95,38
G,3,8/5/2021,FALSE,23.95,23.95,82
G,3,9/7/2022,TRUE,21.95,21.95,100
H,1,6/11/2019,FALSE,11.95,11.95,86
H,1,6/18/2019,FALSE,11.95,11.95,80
H,1,6/25/2019,FALSE,11.95,11.95,97
H,1,1/14/2021,FALSE,12.95,12.95,93
H,1,1/21/2021,FALSE,12.95,12.95,71
H,3,12/23/2021,FALSE,23.95,23.95,73
H,3,1/6/2022,FALSE,21.95,21.95,56
H,3,1/13/2022,FALSE,21.95,21.95,74
A,3,1/21/2021,FALSE,23.95,23.95,77
B,3,2/11/2021,TRUE,23.95,23.95,79
B,3,3/4/2021,FALSE,23.95,23.95,92
B,3,6/1/2022,FALSE,21.95,21.95,90
B,3,10/12/2022,FALSE,21.95,21.95,53
D,3,10/7/2021,FALSE,23.95,23.95,98
D,3,10/21/2021,FALSE,23.95,23.95,87
E,1,10/28/2021,FALSE,12.95,12.95,85
E,1,5/11/2022,FALSE,12.95,10.75,94
E,2,2/3/2022,FALSE,8.95,8.95,100
E,2,6/1/2022,FALSE,8.95,8.95,73
F,3,5/21/2019,FALSE,21.95,21.95,93
F,3,10/15/2019,FALSE,21.95,21.95,99
G,1,10/28/2021,FALSE,12.95,12.95,69
H,1,6/4/2019,FALSE,11.95,11.95,94
H,1,11/25/2021,TRUE,12.95,12.95,67
A,3,2/12/2019,TRUE,21.95,21.95,84
A,3,12/3/2019,FALSE,21.95,21.95,85
A,3,9/9/2021,TRUE,23.95,23.95,92
B,3,5/14/2019,FALSE,21.95,21.95,65
B,3,1/14/2021,FALSE,23.95,23.95,98
B,3,6/22/2022,FALSE,21.95,21.95,74
D,3,4/27/2022,FALSE,21.95,21.95,100
E,1,12/3/2019,FALSE,11.95,11.95,70
